,aggregatable,aiPredictionField,autoNumber,byteLength,calculated,calculatedFormula,cascadeDelete,caseSensitive,compoundFieldName,controllerName,createable,custom,defaultValue,defaultValueFormula,defaultedOnCreate,dependentPicklist,deprecatedAndHidden,digits,displayLocationInDecimal,encrypted,externalId,extraTypeInfo,filterable,filteredLookupInfo,formulaTreatNullNumberAsZero,groupable,highScaleNumber,htmlFormatted,idLookup,inlineHelpText,label,length,mask,maskType,name,nameField,namePointing,nillable,permissionable,picklistValues,polymorphicForeignKey,precision,queryByDistance,referenceTargetField,referenceTo,relationshipName,relationshipOrder,requiredOnCreate,restrictedDelete,restrictedPicklist,scale,searchPrefilterable,soapType,sobject,sortable,type,unique,updateable,writeRequiresMasterRead
Email,True,False,False,240,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,True,,Email,80,,,Email,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,email,False,True,False
EmailBouncedDate,True,False,False,0,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Email Bounced Date,0,,,EmailBouncedDate,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:dateTime,Contact,True,datetime,False,True,False
EmailBouncedReason,True,False,False,765,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Email Bounced Reason,255,,,EmailBouncedReason,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
Fax,True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Business Fax,40,,,Fax,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,phone,False,True,False
FirstName,True,False,False,120,False,,False,False,Name,,True,False,,,False,False,False,0,False,False,False,personname,True,,False,True,False,False,False,,First Name,40,,,FirstName,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
HasOptedOutOfEmail,False,False,False,0,False,,False,False,,,True,False,0,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,,Email Opt Out,0,,,HasOptedOutOfEmail,False,False,False,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:boolean,Contact,True,boolean,False,True,False
HasOptedOutOfFax,False,False,False,0,False,,False,False,,,True,False,0,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,,Fax Opt Out,0,,,HasOptedOutOfFax,False,False,False,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:boolean,Contact,True,boolean,False,True,False
HomePhone,True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Home Phone,40,,,HomePhone,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,phone,False,True,False
Id,True,False,False,18,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,False,True,False,False,True,,Contact ID,18,,,Id,False,False,False,False,[],False,0,False,,[],,,False,False,False,0,False,tns:ID,Contact,True,id,False,False,False
IndividualId,True,False,False,18,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Individual ID,18,,,IndividualId,False,False,True,False,[],False,0,False,,['Individual'],Individual,,False,False,False,0,True,tns:ID,Contact,True,reference,False,True,False
IsDeleted,False,False,False,0,False,,False,False,,,False,False,0,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,,Deleted,0,,,IsDeleted,False,False,False,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:boolean,Contact,True,boolean,False,False,False
IsEmailBounced,False,False,False,0,False,,False,False,,,False,False,0,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,,Is Email Bounced,0,,,IsEmailBounced,False,False,False,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:boolean,Contact,True,boolean,False,False,False
Jigsaw,True,False,False,60,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Data.com Key,20,,,Jigsaw,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
JigsawContactId,True,False,False,60,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Jigsaw Contact ID,20,,,JigsawContactId,False,False,True,False,[],False,0,False,,[],JigsawContact,,False,False,False,0,False,xsd:string,Contact,True,string,False,False,False
LastActivityDate,True,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Last Activity,0,,,LastActivityDate,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:date,Contact,True,date,False,False,False
LastCURequestDate,True,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Last Stay-in-Touch Request Date,0,,,LastCURequestDate,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:dateTime,Contact,True,datetime,False,False,False
LastCUUpdateDate,True,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Last Stay-in-Touch Save Date,0,,,LastCUUpdateDate,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:dateTime,Contact,True,datetime,False,False,False
LastModifiedById,True,False,False,18,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,,Last Modified By ID,18,,,LastModifiedById,False,False,False,False,[],False,0,False,,['User'],LastModifiedBy,,False,False,False,0,False,tns:ID,Contact,True,reference,False,False,False
LastModifiedDate,True,False,False,0,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,False,False,False,False,False,,Last Modified Date,0,,,LastModifiedDate,False,False,False,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:dateTime,Contact,True,datetime,False,False,False
LastName,True,False,False,240,False,,False,False,Name,,True,False,,,False,False,False,0,False,False,False,personname,True,,False,True,False,False,False,,Last Name,80,,,LastName,False,False,False,False,[],False,0,False,,[],,,True,False,False,0,False,xsd:string,Contact,True,string,False,True,False
LastReferencedDate,True,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Last Referenced Date,0,,,LastReferencedDate,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:dateTime,Contact,True,datetime,False,False,False
LastViewedDate,True,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Last Viewed Date,0,,,LastViewedDate,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:dateTime,Contact,True,datetime,False,False,False
LeadSource,True,False,False,765,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Lead Source,255,,,LeadSource,False,False,True,True,"[{'active': True, 'defaultValue': False, 'label': 'Web', 'validFor': None, 'value': 'Web'}, {'active': True, 'defaultValue': False, 'label': 'Phone Inquiry', 'validFor': None, 'value': 'Phone Inquiry'}, {'active': True, 'defaultValue': False, 'label': 'Partner Referral', 'validFor': None, 'value': 'Partner Referral'}, {'active': True, 'defaultValue': False, 'label': 'Purchased List', 'validFor': None, 'value': 'Purchased List'}, {'active': True, 'defaultValue': False, 'label': 'Other', 'validFor': None, 'value': 'Other'}]",False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,picklist,False,True,False
MailingAddress,False,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Mailing Address,0,,,MailingAddress,False,False,True,True,[],False,0,True,,[],,,False,False,False,0,False,urn:address,Contact,False,address,False,False,False
MailingCity,True,False,False,120,False,,False,False,MailingAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mailing City,40,,,MailingCity,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
MailingCountry,True,False,False,240,False,,False,False,MailingAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mailing Country,80,,,MailingCountry,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
MailingGeocodeAccuracy,True,False,False,120,False,,False,False,MailingAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mailing Geocode Accuracy,40,,,MailingGeocodeAccuracy,False,False,True,True,"[{'active': True, 'defaultValue': False, 'label': 'Address', 'validFor': None, 'value': 'Address'}, {'active': True, 'defaultValue': False, 'label': 'NearAddress', 'validFor': None, 'value': 'NearAddress'}, {'active': True, 'defaultValue': False, 'label': 'Block', 'validFor': None, 'value': 'Block'}, {'active': True, 'defaultValue': False, 'label': 'Street', 'validFor': None, 'value': 'Street'}, {'active': True, 'defaultValue': False, 'label': 'ExtendedZip', 'validFor': None, 'value': 'ExtendedZip'}, {'active': True, 'defaultValue': False, 'label': 'Zip', 'validFor': None, 'value': 'Zip'}, {'active': True, 'defaultValue': False, 'label': 'Neighborhood', 'validFor': None, 'value': 'Neighborhood'}, {'active': True, 'defaultValue': False, 'label': 'City', 'validFor': None, 'value': 'City'}, {'active': True, 'defaultValue': False, 'label': 'County', 'validFor': None, 'value': 'County'}, {'active': True, 'defaultValue': False, 'label': 'State', 'validFor': None, 'value': 'State'}, {'active': True, 'defaultValue': False, 'label': 'Unknown', 'validFor': None, 'value': 'Unknown'}]",False,0,False,,[],,,False,False,True,0,False,xsd:string,Contact,True,picklist,False,True,False
MailingLatitude,True,False,False,0,False,,False,False,MailingAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Mailing Latitude,0,,,MailingLatitude,False,False,True,True,[],False,18,False,,[],,,False,False,False,15,False,xsd:double,Contact,True,double,False,True,False
MailingLongitude,True,False,False,0,False,,False,False,MailingAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Mailing Longitude,0,,,MailingLongitude,False,False,True,True,[],False,18,False,,[],,,False,False,False,15,False,xsd:double,Contact,True,double,False,True,False
MailingPostalCode,True,False,False,60,False,,False,False,MailingAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mailing Zip/Postal Code,20,,,MailingPostalCode,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
MailingState,True,False,False,240,False,,False,False,MailingAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mailing State/Province,80,,,MailingState,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
MailingStreet,True,False,False,765,False,,False,False,MailingAddress,,True,False,,,False,False,False,0,False,False,False,plaintextarea,True,,False,True,False,False,False,,Mailing Street,255,,,MailingStreet,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,textarea,False,True,False
MasterRecordId,True,False,False,18,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Master Record ID,18,,,MasterRecordId,False,False,True,False,[],False,0,False,,['Contact'],MasterRecord,,False,False,False,0,False,tns:ID,Contact,True,reference,False,False,False
MobilePhone,True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mobile Phone,40,,,MobilePhone,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,phone,False,True,False
Name,True,False,False,363,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,personname,True,,False,True,False,False,False,,Full Name,121,,,Name,True,False,False,False,[],False,0,False,,[],,,True,False,False,0,False,xsd:string,Contact,True,string,False,False,False
OtherAddress,False,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Other Address,0,,,OtherAddress,False,False,True,True,[],False,0,True,,[],,,False,False,False,0,False,urn:address,Contact,False,address,False,False,False
OtherCity,True,False,False,120,False,,False,False,OtherAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Other City,40,,,OtherCity,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
OtherCountry,True,False,False,240,False,,False,False,OtherAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Other Country,80,,,OtherCountry,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
OtherGeocodeAccuracy,True,False,False,120,False,,False,False,OtherAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Other Geocode Accuracy,40,,,OtherGeocodeAccuracy,False,False,True,True,"[{'active': True, 'defaultValue': False, 'label': 'Address', 'validFor': None, 'value': 'Address'}, {'active': True, 'defaultValue': False, 'label': 'NearAddress', 'validFor': None, 'value': 'NearAddress'}, {'active': True, 'defaultValue': False, 'label': 'Block', 'validFor': None, 'value': 'Block'}, {'active': True, 'defaultValue': False, 'label': 'Street', 'validFor': None, 'value': 'Street'}, {'active': True, 'defaultValue': False, 'label': 'ExtendedZip', 'validFor': None, 'value': 'ExtendedZip'}, {'active': True, 'defaultValue': False, 'label': 'Zip', 'validFor': None, 'value': 'Zip'}, {'active': True, 'defaultValue': False, 'label': 'Neighborhood', 'validFor': None, 'value': 'Neighborhood'}, {'active': True, 'defaultValue': False, 'label': 'City', 'validFor': None, 'value': 'City'}, {'active': True, 'defaultValue': False, 'label': 'County', 'validFor': None, 'value': 'County'}, {'active': True, 'defaultValue': False, 'label': 'State', 'validFor': None, 'value': 'State'}, {'active': True, 'defaultValue': False, 'label': 'Unknown', 'validFor': None, 'value': 'Unknown'}]",False,0,False,,[],,,False,False,True,0,False,xsd:string,Contact,True,picklist,False,True,False
OtherLatitude,True,False,False,0,False,,False,False,OtherAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Other Latitude,0,,,OtherLatitude,False,False,True,True,[],False,18,False,,[],,,False,False,False,15,False,xsd:double,Contact,True,double,False,True,False
OtherLongitude,True,False,False,0,False,,False,False,OtherAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Other Longitude,0,,,OtherLongitude,False,False,True,True,[],False,18,False,,[],,,False,False,False,15,False,xsd:double,Contact,True,double,False,True,False
OtherPhone,True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Other Phone,40,,,OtherPhone,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,phone,False,True,False
OtherPostalCode,True,False,False,60,False,,False,False,OtherAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Other Zip/Postal Code,20,,,OtherPostalCode,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
OtherState,True,False,False,240,False,,False,False,OtherAddress,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Other State/Province,80,,,OtherState,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
OtherStreet,True,False,False,765,False,,False,False,OtherAddress,,True,False,,,False,False,False,0,False,False,False,plaintextarea,True,,False,True,False,False,False,,Other Street,255,,,OtherStreet,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,textarea,False,True,False
OwnerId,True,False,False,18,False,,False,False,,,True,False,,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,,Owner ID,18,,,OwnerId,False,False,False,False,[],False,0,False,,['User'],Owner,,False,False,False,0,False,tns:ID,Contact,True,reference,False,True,False
Phone,True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Business Phone,40,,,Phone,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,phone,False,True,False
PhotoUrl,True,False,False,765,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,imageurl,True,,False,True,False,False,False,,Photo URL,255,,,PhotoUrl,False,False,True,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,url,False,False,False
ReportsToId,True,False,False,18,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Reports To ID,18,,,ReportsToId,False,False,True,True,[],False,0,False,,['Contact'],ReportsTo,,False,False,False,0,True,tns:ID,Contact,True,reference,False,True,False
Salutation,True,False,False,120,False,,False,False,Name,,True,False,,,False,False,False,0,False,False,False,personname,True,,False,True,False,False,False,,Salutation,40,,,Salutation,False,False,True,False,"[{'active': True, 'defaultValue': False, 'label': 'Mr.', 'validFor': None, 'value': 'Mr.'}, {'active': True, 'defaultValue': False, 'label': 'Ms.', 'validFor': None, 'value': 'Ms.'}, {'active': True, 'defaultValue': False, 'label': 'Mrs.', 'validFor': None, 'value': 'Mrs.'}, {'active': True, 'defaultValue': False, 'label': 'Dr.', 'validFor': None, 'value': 'Dr.'}, {'active': True, 'defaultValue': False, 'label': 'Prof.', 'validFor': None, 'value': 'Prof.'}]",False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,picklist,False,True,False
SystemModstamp,True,False,False,0,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,False,False,False,False,False,,System Modstamp,0,,,SystemModstamp,False,False,False,False,[],False,0,False,,[],,,False,False,False,0,False,xsd:dateTime,Contact,True,datetime,False,False,False
Title,True,False,False,384,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Title,128,,,Title,False,False,True,True,[],False,0,False,,[],,,False,False,False,0,False,xsd:string,Contact,True,string,False,True,False
